logP,apKa1,apKa2,bpKa1,bpKa2,SMILES
2.51,3.94,NA,NA,NA,C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
2.38,5.77,NA,-6.93,NA,C1(=C(C(=C(C(=C1F)F)O)F)F)F
3.18,4.22,NA,NA,NA,CC(C)(C)C1=CC=C(C=C1)C(=O)O
4.6,5.74,NA,-6.68,NA,C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F
6.06,6.15,NA,-6.52,NA,C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F
3.32,9.89,NA,-5.48,NA,C1=CC=C(C=C1)C2=CC=C(C=C2)O
3.32,9.69,NA,-5.58,NA,C1=CC=C(C=C1)C2=CC=CC=C2O
2.23,3.9,NA,NA,NA,C1=CC(=CC(=C1)Cl)C(=O)O
2.34,2.05,NA,NA,NA,C1(=C(C(=C(C(=C1F)F)F)F)F)C(=O)O
1.55,4.04,NA,-7.8,NA,C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O
2.88,4.23,NA,NA,NA,CC(C)C1=CC=C(C=C1)C(=O)O
3.21,10.64,NA,-5.04,NA,CC(C)(C)C1=CC=CC=C1O
1.55,5.21,NA,-6.78,NA,C1=CC(=C(C=C1N(=O)=O)O)N(=O)=O
2.27,8.79,NA,-6.3,NA,C1=CC(=CC(=C1)O)Cl
2.91,10.5,NA,-5.23,NA,CC(C)C1=CC=CC=C1O
2.44,8.88,NA,-6.29,NA,C1=CC(=CC(=C1)O)Br
1.55,3.63,NA,-7.42,NA,C1=CC(=C(C(=C1)N(=O)=O)O)N(=O)=O
1.61,6.43,NA,-6.69,NA,C1=CC=C(C(=C1)N(=O)=O)O
1.61,8.27,NA,-6.05,NA,C1=CC(=CC(=C1)O)N(=O)=O
1.61,7.04,NA,-7.06,NA,C1=CC(=CC=C1N(=O)=O)O
2.24,5.85,NA,-6.67,NA,C1=C(C(=C(C(=C1F)F)O)F)F
3.36,3.75,NA,NA,NA,C1=CC(=CC(=C1)S(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)O
3.78,3.76,NA,NA,NA,C1=CC(=CC(=C1)S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O
4.38,3.92,NA,NA,NA,C1=CC(=CC(=C1)SC(C(C(F)(F)F)(F)F)(F)F)C(=O)O
2.58,3.74,NA,NA,NA,C1=CC(=CC(=C1)S(=O)(=O)C(F)(F)F)C(=O)O
4.27,3.92,NA,NA,NA,C1=CC(=CC(=C1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(=O)O
3.6,3.91,NA,NA,NA,C1=CC(=CC(=C1)SC(F)(F)F)C(=O)O
4.69,4.98,NA,-8.45,NA,C1(=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl)Cl
3.86,4.9,NA,-5.18,-9.67,C1=C(C=C(C(=C1S(=O)(=O)OCC(F)(F)F)O)S(=O)(=O)OCC(F)(F)F)S(=O)(=O)OCC(F)(F)F
5.42,7.64,12.02,-1.08,-4.57,C1=CC=C(C=C1)C2=CC=C(C(=C2)/N=N/C3=CC=CC=C3O)O
3.84,2.51,10.67,-7.1,NA,C1=C(C=C(C(=C1C(=O)O)O)I)I
1.19,1.25,2.37,-8.23,-8.23,C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O
1.86,1.99,4.03,-8.13,NA,C1=C(C=C(C(=C1C(=O)O)O)N(=O)=O)N(=O)=O
1.51,1.69,NA,NA,NA,C1=CC(=C(C=C1N(=O)=O)N(=O)=O)C(=O)O
2.27,8.96,NA,-6.26,NA,C1=CC(=CC=C1Cl)O
4.5,4.91,NA,-5.18,-9.67,C1=C(C=C(C(=C1S(=O)(=O)OCC(C(F)F)(F)F)O)S(=O)(=O)OCC(C(F)F)(F)F)S(=O)(=O)OCC(C(F)F)(F)F
3.66,6.3,NA,-6.33,NA,C12=C(C(=C(C(=C1F)F)F)F)C(=C(C(=C2F)F)O)F
1.03,-3.41,NA,NA,NA,C1=CC(=C(C=C1N(=O)=O)N(=O)=O)S(=O)(=O)O
2.14,-1.77,NA,NA,NA,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O
2.1,-2.61,NA,-7.35,-8.17,C1=CC=C2C(=C1)C(=O)C3=CC=C(C=C3C2=O)S(=O)(=O)O
0.52,9.69,NA,NA,NA,C1=CC(=CC(=C1)S(=O)(=O)N)N(=O)=O
5.43,-3.32,NA,NA,NA,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2.33,4.91,NA,-7.21,NA,C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O
3.6,1.35,NA,NA,NA,C1(=C(C(=C(C(=C1F)F)S(=O)(=O)NS(=O)(=O)C2=C(C(=C(C(=C2F)F)F)F)F)F)F)F
2.63,1.78,NA,NA,NA,CC1=CC=C(C=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)N(=O)=O
1.45,4.78,NA,NA,NA,C/C=C/C=C/C(=O)O
0.69,7.43,NA,-6.11,NA,C1=CC=C2C(=C1)C(=O)N(C2=O)O
-2.89,4.53,NA,10.22,NA,C(CC(=O)O)CN
6.3,11.49,NA,-4.57,NA,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
2.44,8.16,NA,-6.68,NA,C1=CC=C(C(=C1)Br)O
5.51,5.01,NA,-8.38,NA,C1(=C(C(=C(C(=C1Br)Br)O)Br)Br)Br
1.06,6.22,NA,-2.9,NA,C1=CC=C2C(=C1)C(=NC2=O)O
1.37,9.34,12.79,-6.29,-6.29,C1=CC=C(C(=C1)O)O
1.37,9.68,11.55,-5.89,-5.89,C1=CC(=CC=C1O)O
1.51,9.98,NA,-4.89,-5.1,COC1=CC=CC=C1O
1.51,9.94,NA,-4.81,-5.89,COC1=CC=C(C=C1)O
2.03,8.4,NA,-5.99,-7.28,C1=CC=C(C(=C1)C=O)O
2.55,9.1,NA,-5.99,NA,C1=CC(=CC(=C1)O)C(F)(F)F
1.09,-3.05,NA,NA,NA,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O
3.52,5.63,19.54,-5.52,-6.9,CC(=O)CC(C1=CC=CC=C1)C=2C(=O)C3=CC=CC=C3OC2O
2.99,4.19,NA,-4.83,NA,CC(C1=CC=C2C=C(C=CC2=C1)OC)C(=O)O
-0.04,3.35,4.22,NA,NA,C(=C/C(=O)O)\C(=O)O
1.14,NA,NA,NA,NA,CCCCS(=O)(=O)OF
2.03,NA,NA,NA,NA,CCCCCCS(=O)(=O)OF
2.92,NA,NA,NA,NA,CCCCCCCCS(=O)(=O)OF
3.81,NA,NA,NA,NA,CCCCCCCCCCS(=O)(=O)OF
3.56,-3.24,NA,-5.06,NA,FC(F)(C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F)S(=O)(=O)O
2.52,-2.64,NA,NA,NA,FC(F)(CCS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)F
3.92,-2.72,NA,NA,NA,FC(F)(CCS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
5.32,-2.61,NA,NA,NA,FC(F)(CCS([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
-1.76,7.83,15.23,0.09,-5.06,O=C1N=CN=C2NNC=C12
2.65,15.26,19.89,9.01,0.65,NC1=C(Br)C=C(Br)C=C1CNC2CCC(O)CC2
-0.77,7.82,NA,-0.78,-9.61,O=C1C=2NC=NC2N(C)C(=O)N1C
7.64,NA,NA,9.08,-3.01,CCCCC=1OC2=CC=CC=C2C1C(=O)C3=CC(I)=C(OCCN(CC)CC)C(I)=C3
1.89,7.48,11.15,NA,NA,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
-2.31,3.23,9.48,7.22,-5.82,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O
2.88,NA,NA,9.24,-1.39,C1CN=C(CN(CC2=CC=CC=C2)C3=CC=CC=C3)N1
2.88,9.26,12.68,7.72,-6.27,CN1CCC2=CC=CC3=C2[C@H]1CC4=CC=C(O)C(O)=C34
2.37,17.31,NA,-4.1,-4.97,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
3.54,13.82,NA,9.3,-3.31,OC(CCN1CCCCC1)(C2CC3CC2C=C3)C4=CC=CC=C4
3.75,NA,NA,9.48,3.57,CN(C)CCC(C1=CC=C(Br)C=C1)C2=CC=CC=N2
0.73,4.02,10.1,-1.26,NA,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
2.77,15.96,NA,-3.75,NA,NC(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C13
-1.21,2.35,9.29,5.66,3.91,C[C@@](CC1=CC=C(O)C(O)=C1)(NN)C(O)=O
1.92,15.06,15.56,NA,NA,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
-0.9,2.96,10.98,-1.15,-5.13,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/C=3OC=CC3
0.88,8.69,13.55,-2.79,-3.42,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O
3.58,NA,NA,9.47,3.57,ClC1=CC=C(C=C1)C(CCN(C)C)C2=CC=CC=N2
1.6,8.76,9.37,-2.59,-4.32,NS(=O)(=O)C1=CC(=CC=C1Cl)C2(O)NC(=O)C3=CC=CC=C23
-0.11,13.38,17.09,6.91,4.51,CN=C(NCCSCC=1N=CNC1C)NC#N
2.67,13.88,NA,9.15,3.86,OC(C1CC2CCN1CC2C=C)C3=CC=NC4=CC=CC=C34
2.55,5.82,NA,-6.72,-7.59,CN1C(=O)CC(=O)N(C2=CC=CC=C2)C3=CC(Cl)=CC=C13
6.47,NA,NA,9.31,-7.17,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(\Cl)/C2=CC=CC=C2)/C3=CC=CC=C3
2.49,NA,NA,8.16,-3.74,ClC1=CC=CC(Cl)=C1NC2=NCCN2
5.84,NA,NA,6.26,NA,ClC1=CC=CC=C1C(N2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4
1.46,15.06,17.56,-1.16,-4.29,COC1=CC=C2C(=CC1=O)[C@H](CCC3=CC(OC)=C(OC)C(OC)=C23)NC(C)=O
3.9,NA,NA,10.02,0.04,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C13
3.08,NA,NA,2.92,-8.45,CN1C(=O)CN=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C13
3.7,14.57,NA,9.04,0.76,CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1
3.41,15.12,NA,7.45,1.58,ClC1=CC=C(C=C1)C(C2=CC=CC=C2)N3CCN(CC3)CCOCCO
4.28,NA,NA,9.2,-0.19,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C13
3.53,3.79,NA,-2.93,-4.87,COC1=CC=C2N(C(C)=C(CC(O)=O)C2=C1)C(=O)C3=CC=C(Cl)C=C3
0.24,9.81,12.65,8.96,-3.2,CC(C)NCC(O)C1=CC=C(O)C(O)=C1
3.61,3.88,NA,-7.46,NA,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2
2.84,13.78,NA,7.75,-5.32,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
-3.1,3.17,3.85,10.21,8.01,OC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O
3.53,10.61,12.46,-2.24,-4.69,OC1N=C(C2=CC=CC=C2Cl)C3=CC(Cl)=CC=C3NC1=O
5.4,3.89,17.77,-1.58,NA,CC1=CC=CC(NC2=CC=CC=C2C(O)=O)=C1C
1.92,7.79,10.53,3.97,-5.95,CN1\C(=C(\O)/NC=2SC(C)=CN2)\C(=O)C3=CC=CC=C3S1(=O)=O
1.4,14.49,18.78,9.04,1.64,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
-0.46,15.41,NA,3.03,-2.62,CC1=NC=C(N1CCO)[N+]([O-])=O
2.19,NA,NA,10.19,NA,C1CN=C(CC2=CC=CC3=CC=CC=C23)N1
-2.25,NA,NA,NA,NA,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
1.82,16.94,NA,-6.64,-7.27,COC(=O)C1=C(C)NC(=C(C1C2=CC=CC=C2[N+]([O-])=O)C(=O)OC)C
-0.97,5.58,NA,8.77,-0.05,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N3CCNCC3
4.43,NA,NA,10.47,NA,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C13
2.58,13.07,NA,7.14,-4.35,COC1=CC=C2[C@H](OC(=O)C2=C1OC)[C@@H]3N(C)CCC4=CC=5OCOC5C(OC)=C34
-0.07,9.07,14.24,9.69,-3.21,CNC[C@H](O)C1=CC=CC(O)=C1
1.31,7.9,13.92,4.78,-5.9,CN1\C(=C(\O)/NC2=CC=CC=N2)\C(=O)C3=CC=CC=C3S1(=O)=O
3.86,NA,NA,3.06,-7.57,ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C4=CC=CC=C4)C2=C1
4.29,NA,NA,9.05,-5.44,CC(CN1C2=CC=CC=C2SC3=CC=CC=C13)N(C)C
2.58,14.09,NA,9.67,-3.2,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
1.47,3.75,NA,5.2,-2.84,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(O)=O
0.99,NA,NA,7.8,0.47,CN\C(\NCCSCC=1OC(CN(C)C)=CC1)=C/[N+]([O-])=O
3.53,16.29,NA,7.02,-3.98,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC(OC)=CC=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C6=CC(OC)=C(OC)C(OC)=C6
-0.92,5.97,12.85,0.8,-1.35,CC1=CC=2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)C2C=C1C
0.34,10.12,14.18,9.4,-2.94,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
0.79,6.16,NA,1.97,0.25,CC=1ON=C(NS(=O)(=O)C2=CC=C(N)C=C2)C1
1.47,2.92,6.15,4.17,0.47,OC(=O)C1=C/C(/C=CC1=O)=N\NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3
0.44,8.86,10.64,9.76,-3.23,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
2.79,NA,NA,8.42,3.48,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
-0.77,7.82,NA,-0.78,-9.61,CN1C(=O)N(C)C=2N=CNC2C1=O
2.73,12.86,NA,8.18,-4.82,COC1=CC=C(C=C1)[C@@H]2SC3=CC=CC=C3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O
3.65,NA,NA,8.87,-6.43,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
1.81,14.97,15.4,3.54,1.37,OCCN(CCO)C1=NC(N2CCCCC2)=C3N=C(N=C(N4CCCCC4)C3=N1)N(CCO)CCO
1.32,13.89,NA,9.52,-3.28,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
-0.43,9.69,12.65,8.91,-3.2,CNC[C@H](O)C1=CC=C(O)C(O)=C1
4.17,NA,NA,9.8,-5.27,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2
-1.27,4.63,NA,9.91,NA,NCC1(CCCCC1)CC(O)=O
1.43,4.32,13.87,0.06,-2.97,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
-0.16,12.2,13.19,-1.16,-2.98,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C3CCC(NC(C)=O)C4=CC(=O)C(=CC=C4C3=C1OC)SC
4.2,NA,NA,6.94,NA,ClC1=CC=CC=C1CN2CC3=C(SC=C3)CC2
2.3,4.33,18.11,NA,NA,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
1.11,15.88,18.53,1.86,-3.78,NC1=NC(N)=C2N=C(C3=CC=CC=C3)C(N)=NC2=N1
4.81,NA,NA,9.2,-5.3,CN(C)CCCN1C2=CC=CC=C2SC3=CC=C(C=C13)C(F)(F)F
1.28,17.33,NA,7.16,0.1,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
4.76,NA,NA,9.42,0.07,CC(CN(C)C)CN1C2=CC=CC=C2CCC3=CC=CC=C13
4.05,NA,NA,8.64,2.74,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
3.52,5.63,19.54,-5.52,-6.9,CC(=O)CC(C1=CC=CC=C1)C2=C(O)OC3=CC=CC=C3C2=O
2.88,13.72,NA,7.79,2.08,OC(CN1CCN(CC1)CC(OC)C2=CC=CC=C2)C(OC)C3=CC=CC=C3
2.28,2.84,5.4,NA,NA,OC(C1=CC2=CC=CC=C2C=C1C(O)=O)=O
0.37,3.76,5.1,NA,NA,CC(C)(C(CC(O)=O)C(O)=O)C(O)=O
1.98,2.79,13.23,-6.29,NA,OC1=CC=CC=C1C(O)=O
1.57,3.31,NA,NA,NA,O=C(O)C1=CC=C([N+]([O-])=O)C=C1
1.57,3.48,NA,NA,NA,O=C(O)C1=CC=CC([N+]([O-])=O)=C1
1.38,4.15,4.9,NA,NA,O=C(O)CCCCCCC(=O)O
0.35,2.31,5.6,NA,NA,O=C(O)/C=C(\C(=O)O)/C
-0.04,2.85,5.72,NA,NA,O=C(O)/C=C\C(=O)O
0.42,4.14,14.05,-3.89,NA,OC(C(O)C(C)C)=O
1,4.03,4.77,NA,NA,OC(CC1C(C)(C)C(C(O)=O)C1)=O
2.27,4.72,5.32,NA,NA,O=C(CCCCCCCCC(O)=O)O
1.83,3.81,9.51,-5.95,NA,OC1=CC=C(/C=C/C(O)=O)C=C1
1.24,3.41,NA,-7.14,NA,OC(C1=CC=CC=C1OC(C)=O)=O
1.82,4.15,4.98,NA,NA,O=C(O)CCCCCCCC(=O)O
1.67,2.56,9.7,-6.34,-6.61,O=C(C1=CC=CC(O)=C1O)O
1.67,2.53,10.02,-5.93,-6.21,OC1=CC=C(O)C=C1C(O)=O
0.49,3.92,4.7,NA,NA,O=C(O)CCCCC(=O)O
0.94,4.05,4.81,NA,NA,OC(=O)CCCCCC(=O)O
1.57,1.18,NA,NA,NA,O=C(O)C1=C([N+]([O-])=O)C=CC=C1
0.05,3.76,4.56,NA,NA,O=C(O)CCCC(=O)O
0.49,3.64,4.42,NA,NA,OC(/C=C/C=C/C(O)=O)=O
1.02,4.16,9.4,-6.34,-6.39,O=C(C1=CC=C(O)C(O)=C1)O
1.29,3.55,4.37,NA,NA,O=C(C1=CC=CC(C(O)=O)=C1)O
-1.11,3.2,5.13,-3.91,NA,O=C(O)CC(O)C(=O)O
1.29,2.94,5.49,NA,NA,OC(C1=CC=CC=C1C(O)=O)=O
-1.32,3.05,4.67,-4.19,NA,OC(=O)CC(O)(C(=O)O)CC(=O)O
-0.4,3.55,5.69,NA,NA,O=C(O)CCC(=O)O
1.33,4.64,19.4,-7.36,NA,CC1(C)C(CC(O)=O)CC1C(C)=O
-1.83,2.72,4.79,-4.33,-4.33,O=C(O)[C@H](O)[C@@H](O)C(O)=O
1.11,3.9,4.65,NA,NA,OC(C1CCC(C(O)=O)CC1)=O
0.05,3.56,4.37,NA,NA,O=C(O)CC(C(O)=O)=C
-3.09,2.83,3.54,-3.73,-3.73,OC([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O)=O
-0.52,1.92,3.7,NA,NA,OC(C/C(/C(O)=O)=C/C(O)=O)=O
0.21,2.48,6.26,NA,NA,O=C(C(C)C(O)=O)O
-0.27,3.33,9.21,-3.23,-3.59,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
-0.6,3.45,NA,-7.02,NA,CC(OCC(O)=O)=O
-1.04,3.53,14.78,-3.61,NA,O=C(CO)O
-0.33,2.43,5.92,NA,NA,O=C(O)CC(=O)O
-0.07,4.32,19.63,-7.28,NA,CC(=O)CCC(=O)O
1.17,4.16,10.14,-4.9,-5.2,OC(C1=CC=C(O)C(OC)=C1)=O
2.14,4.08,NA,NA,NA,O=C(O)C1=CC(C)=CC=C1
2.06,4.73,NA,NA,NA,OC(CCC1=CC=CC=C1)=O
2.14,4.32,NA,NA,NA,OC(/C=C/C1=CC=CC=C1)=O
2.14,4.26,NA,NA,NA,CC1=CC=C(C(O)=O)C=C1
1.47,4.37,NA,-4.85,NA,COC1=CC=C(C=C1)C(O)=O
2.5,4.81,NA,NA,NA,OC(CCCC1=CC=CC=C1)=O
1.61,4.55,NA,NA,NA,OC(CC1=CC=CC=C1)=O
0.8,4.77,NA,2.69,NA,NC1=CC=C(C(O)=O)C=C1
1.45,4.78,NA,NA,NA,O=C(/C=C/C=C/C)O
1.33,4.38,9.67,-6.06,NA,O=C(C1=CC=C(O)C=C1)O
1.16,4.83,NA,NA,NA,OC(/C=C(\C)/C)=O
0.65,NA,NA,2.59,NA,O=S1N=CC2=CC=CC=C12
4.95,4.59,NA,NA,NA,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1
6.56,-1.64,NA,NA,NA,CCCCCCCCCCCCC1=CC=CC=C1S([O-])(=O)=O
4.1,NA,NA,NA,NA,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl
1.07,7.24,NA,-4.61,-5.23,COC1=CC(C=O)=CC(OC)=C1O
-4.7,11.91,12.43,-2.98,-2.98,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
12.54,10.75,NA,-5.08,-7.04,CCCCCCCCCCCCCCCCCCOC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
-0.59,15.72,16.95,9.56,2.84,NC1=NC(N)=NC(N)=N1
2.58,16.84,NA,-1.99,NA,CCCCCCCCO
-0.32,15.57,NA,NA,NA,COP(N)(=O)SC
3.43,NA,NA,-7.46,NA,O=C(C1=CC=CC=C1)C2=CC=CC=C2
4.89,NA,NA,-7.61,NA,CC(C)C1=CC=C2SC3=CC=CC=C3C(=O)C2=C1
5.58,NA,NA,-6.66,-7.31,O=C(OC1CCCCC1)C2=CC=CC=C2C(=O)OC3CCCCC3
0.46,2.62,7.52,-3.69,-3.73,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C(O)=O)OC2=CC=3OC(=CC(=O)C3C(O)=C2O)C4=CC=C(O)C=C4
0.65,7.82,9,-2.98,-3.65,COC1=C(O)C=2C(=O)C(=COC2C=C1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C4=CC=C(O)C=C4
0.76,2.62,7.54,-3.69,-3.73,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C(O)=O)OC2=CC=3OC(=CC(=O)C3C(O)=C2O)C4=CC=CC=C4
3.01,6.58,8.18,-5.38,-6.37,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3
0.9,2.71,7.84,-3.69,-3.73,COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C(O)C=3C(=O)C=C(OC13)C4=CC=CC=C4
2.85,7.1,8.71,-4.83,-5.58,COC1=C(O)C=C(O)C=2C(=O)C=C(OC12)C3=CC=CC=C3
2.44,13.53,NA,-3.16,NA,CN(C)C(=O)NC1=CC=C(C)C(Cl)=C1
2.53,13.18,NA,-3.24,NA,CN(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1
2.2,13.22,NA,-3.23,NA,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
2.2,14.48,15.84,4.2,-2.16,CCNC1=NC(Cl)=NC(NC(C)C)=N1
1.12,14.94,16.38,4.41,-1.98,CCNC1=NC(N)=NC(Cl)=N1
0.46,15.26,16.57,4.58,-1.84,C1(=NC(=NC(=N1)Cl)N)N
1.96,14.44,15.78,0.57,-5.15,CCNC1=NC(Cl)=NC(NC(C)(C)C#N)=N1
2.99,14.13,15.34,6.68,0.41,CSC1=NC(NC2CC2)=NC(NC(C)(C)C)=N1
2.61,14.31,15.52,4.17,-2.19,CC(C)NC1=NC(Cl)=NC(NC(C)C)=N1
1.78,14.75,16.01,4.23,-2.13,CCNC1=NC(Cl)=NC(NCC)=N1
2.48,14.17,15.76,4.18,-2.18,CCNC1=NC(Cl)=NC(NC(C)(C)C)=N1
-3.12,NA,NA,NA,NA,C[N+]1(CCCCC1)C
-7.03,NA,NA,NA,NA,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]13
-6.7,NA,NA,NA,NA,C[N+]1=CC=C(C=C1)C2=CC=[N+](C)C=C2
2.16,-0.74,13.58,-4.23,-8.46,CCC1=CC=CC(=C1N(COCC)C(=O)CS(=O)(=O)O)C
2.25,-0.74,13.58,-4.21,-8.46,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CS(=O)(=O)O
2.11,-0.68,13.72,-4.11,-7.88,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CS(=O)(=O)O)C
2.93,3.16,NA,-4.2,-5.62,CCC1=CC=CC(=C1N(COCC)C(=O)C(=O)O)C
3.01,3.16,NA,-4.18,-5.63,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)C(=O)O
2.88,3.27,NA,-4.06,-5.16,CCC1=CC=CC(=C1N(C(C)COC)C(=O)C(=O)O)C
3.07,2.95,NA,-4.96,NA,CC(OC1=CC=C(Cl)C=C1Cl)C(O)=O
3.11,2.56,NA,-4.95,NA,OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl
1.61,7.89,NA,-6.1,NA,OC1=CC=CC(=C1)[N+]([O-])=O
1.55,4.5,NA,-7.91,NA,OC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O
1.49,3.24,NA,-7.64,NA,OC1=C(C=CC(=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
2.79,9.08,NA,-6.26,NA,CC1=CC(O)=CC=C1Cl
4.42,-1.45,NA,NA,NA,CCCCCCCCCCCCOS(O)(=O)=O
2.14,4.26,NA,NA,NA,CC1=CC=C(C=C1)C(O)=O
1.98,2.79,13.23,-6.29,NA,OC(=O)C1=CC=CC=C1O
1.33,3.84,9.55,-6.01,NA,OC(=O)C1=CC=CC(O)=C1
2.14,4.52,NA,NA,NA,OC(=O)C=CC1=CC=CC=C1
2.49,2.8,13.89,-6.27,NA,CC1=CC=CC(C(O)=O)=C1O
1.67,3.1,9.81,-5.76,-6,OC(=O)C1=CC=C(O)C=C1O
2.65,4.65,NA,NA,NA,CC1=CC=C(C=C1)C=CC(O)=O
1.83,3.81,9.51,-5.95,NA,C1=CC(=CC=C1/C=C/C(=O)O)O
1.17,4.16,10.14,-4.9,-5.2,COC1=CC(=CC=C1O)C(O)=O
1.17,4.15,9.96,-4.91,-5.15,COC1=CC=C(C=C1O)C(O)=O
